,index,antecedents,consequents,consequent support
2410,8946,Come Get Her,Congratulations,0.17
2411,140,1-800-273-8255,Congratulations,0.17
2412,6473,Broccoli (feat. Lil Yachty),Congratulations,0.17
2413,8688,Closer,Congratulations,0.17
2414,436,4 AM,Congratulations,0.17
2415,903,Again,Congratulations,0.17
2416,9574,pick up the phone,Congratulations,0.17
2417,9354,Exchange,Congratulations,0.17
2418,2558,Back To Back,Congratulations,0.17
2419,9452,One Dance,Congratulations,0.17
2420,9494,Starboy,Congratulations,0.17
2421,9496,Still Here,Congratulations,0.17
2422,9498,Stronger,Congratulations,0.17
2423,9500,Swang,Congratulations,0.17
2424,9502,Swimming Pools (Drank),Congratulations,0.17
2425,9505,T-Shirt,Congratulations,0.17
2426,9506,THat Part,Congratulations,0.17
2427,9508,That's What I Like,Congratulations,0.17
2428,9510,The Hills,Congratulations,0.17
2429,9512,The Motto,Congratulations,0.17
2430,9514,This Could Be Us,Congratulations,0.17
2431,9517,Tiimmy Turner,Congratulations,0.17
2432,9518,Too Good,Congratulations,0.17
2433,9520,Too Many Years,Congratulations,0.17
2434,9522,Too Much Sauce,Congratulations,0.17
2435,9493,Sorry Not Sorry,Congratulations,0.17
2436,9491,Sneakin’,Congratulations,0.17
2437,9488,Slippery (feat. Gucci Mane),Congratulations,0.17
2438,9468,Portland,Congratulations,0.17
2439,9456,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",Congratulations,0.17
2440,9458,Panda,Congratulations,0.17
2441,9460,Party Monster,Congratulations,0.17
2442,9462,Passionfruit,Congratulations,0.17
2443,9465,Patty Cake,Congratulations,0.17
2444,9466,Pop Style,Congratulations,0.17
2445,9470,R.I.C.O. (feat. Drake),Congratulations,0.17
2446,9487,Slide,Congratulations,0.17
2447,9472,Rake It Up,Congratulations,0.17
2448,9476,Redbone,Congratulations,0.17
2449,9478,Rolex,Congratulations,0.17
2450,9480,Say It,Congratulations,0.17
2451,9482,Selfish,Congratulations,0.17
2452,9484,Seven Million (feat. Future),Congratulations,0.17
2453,9524,Trap Queen,Congratulations,0.17
2454,9526,Tunnel Vision,Congratulations,0.17
2455,9528,Uber Everywhere,Congratulations,0.17
2456,3306,Bank Account,Congratulations,0.17
2457,1150,All Night (feat. Knox Fortune),Congratulations,0.17
2458,9560,XO TOUR Llif3,Congratulations,0.17
2459,9563,You Was Right,Congratulations,0.17
2460,9564,Young Dumb & Broke,Congratulations,0.17
2461,9578,wokeuplikethis*,Congratulations,0.17
2462,9577,rockstar,Congratulations,0.17
2463,4798,Blessings,Congratulations,0.17
2464,9557,Wyclef Jean,Congratulations,0.17
2465,9566,beibs in the trap,Congratulations,0.17
2466,9568,goosebumps,Congratulations,0.17
2467,9570,iSpy (feat. Lil Yachty),Congratulations,0.17
2468,1323,Alright,Congratulations,0.17
2469,9572,m.A.A.d city,Congratulations,0.17
2470,7968,Champions,Congratulations,0.17
2471,9558,X (feat. Future),Congratulations,0.17
2472,9555,Work REMIX,Congratulations,0.17
2473,4984,Bodak Yellow,Congratulations,0.17
2474,9540,Wet Dreamz,Congratulations,0.17
2475,9530,Unforgettable,Congratulations,0.17
2476,7558,Candy Paint,Congratulations,0.17
2477,9532,Used to This,Congratulations,0.17
2478,9534,V. 3005,Congratulations,0.17
2479,9537,Water,Congratulations,0.17
2480,9538,Waves,Congratulations,0.17
2481,7650,Caroline,Congratulations,0.17
2482,9553,Work,Congratulations,0.17
2483,9542,What They Want,Congratulations,0.17
2484,9544,Where Ya At,Congratulations,0.17
2485,9546,White Iverson,Congratulations,0.17
2486,9548,Wicked,Congratulations,0.17
2487,1897,Antidote,Congratulations,0.17
2488,9550,Wild Thoughts,Congratulations,0.17
2489,9454,One Night,Congratulations,0.17
2490,9475,Really Really,Congratulations,0.17
2491,9374,Gassed Up,Congratulations,0.17
2492,9372,G.O.M.D.,Congratulations,0.17
2493,9359,F*ck Up Some Commas,Congratulations,0.17
2494,9361,Fake Love,Congratulations,0.17
2495,9362,Famous,Congratulations,0.17
2496,9364,Father Stretch My Hands Pt. 1,Congratulations,0.17
2497,9367,Fight Night,Congratulations,0.17
2498,9368,"Flex (Ooh, Ooh, Ooh)",Congratulations,0.17
2499,9370,For Free,Congratulations,0.17
2500,9450,OOOUUU,Congratulations,0.17
2501,9392,I Get The Bag (feat. Migos),Congratulations,0.17
2502,9376,Get Right Witcha,Congratulations,0.17
2503,9378,Go Flex,Congratulations,0.17
2504,9380,Gold Digger,Congratulations,0.17
2505,9382,Good Drank,Congratulations,0.17
2506,9384,Gyalchester,Congratulations,0.17
2507,9386,HUMBLE.,Congratulations,0.17
2508,9388,I Don't Fuck With You,Congratulations,0.17
2509,9356,F**kin' Problems,Congratulations,0.17
2510,9352,Everybody,Congratulations,0.17
2511,9351,Erase Your Social,Congratulations,0.17
2512,9348,Energy,Congratulations,0.17
2513,5372,Both (feat. Drake),Congratulations,0.17
2514,8350,Chill Bill,Congratulations,0.17
2515,8306,Childs Play,Congratulations,0.17
2516,9324,Controlla,Congratulations,0.17
2517,9327,Cut It (feat. Young Dolph),Congratulations,0.17
2518,9328,DEVASTATED,Congratulations,0.17
2519,9330,DNA.,Congratulations,0.17
2520,9333,Deja Vu,Congratulations,0.17
2521,9334,Despacito - Remix,Congratulations,0.17
2522,9336,Do What I Want,Congratulations,0.17
2523,9338,Don't,Congratulations,0.17
2524,9340,Donald Trump,Congratulations,0.17
2525,9342,Down In the DM,Congratulations,0.17
2526,9344,Drowning (feat. Kodak Black),Congratulations,0.17
2527,9346,ELEMENT.,Congratulations,0.17
2528,9391,I Fall Apart,Congratulations,0.17
2529,4468,Black Beatles,Congratulations,0.17
2530,9394,I'm the One,Congratulations,0.17
2531,9417,Low Life,Congratulations,0.17
2532,9426,My Shit,Congratulations,0.17
2533,9433,Needed Me,Congratulations,0.17
2534,9424,Moves,Congratulations,0.17
2535,9422,Money Longer,Congratulations,0.17
2536,9396,IV. sweatpants,Congratulations,0.17
2537,9434,Neighbors,Congratulations,0.17
2538,9436,Ni**as In Paris,Congratulations,0.17
2539,9438,No Flockin,Congratulations,0.17
2540,9440,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,Congratulations,0.17
2541,9442,No Heart,Congratulations,0.17
2542,9444,No Problem (feat. Lil Wayne & 2 Chainz),Congratulations,0.17
2543,9420,Mask Off,Congratulations,0.17
2544,9430,Myself,Congratulations,0.17
2545,9418,Magnolia,Congratulations,0.17
2546,9414,Look At Me!,Congratulations,0.17
2547,9408,LOYALTY. FEAT. RIHANNA.,Congratulations,0.17
2548,9399,It's A Vibe,Congratulations,0.17
2549,9400,Jordan Belfort,Congratulations,0.17
2550,9449,No Type,Congratulations,0.17
2551,9402,Jumpman,Congratulations,0.17
2552,9404,Kelly Price (feat. Travis Scott),Congratulations,0.17
2553,9406,LOVE. FEAT. ZACARI.,Congratulations,0.17
2554,9447,No Role Modelz,Congratulations,0.17
2555,9410,Location,Congratulations,0.17
2556,9412,Look Alive,Congratulations,0.17
2557,9429,My Way (feat. Monty),Congratulations,0.17
2558,12451,Don't Stop The Music,Ignition - Remix,0.17
2559,7323,Bye Bye Bye,Ignition - Remix,0.17
2560,11423,Dilemma,Ignition - Remix,0.17
2561,17517,Hollaback Girl,Ignition - Remix,0.17
2562,623,679 (feat. Remy Boyz),Ignition - Remix,0.17
2563,19760,iSpy (feat. Lil Yachty),Ignition - Remix,0.17
2564,10887,Day 'N' Nite (nightmare),Ignition - Remix,0.17
2565,7233,Buy U a Drank (Shawty Snappin'),Ignition - Remix,0.17
2566,4089,Beautiful Girls,Ignition - Remix,0.17
2567,15445,Get Low - Street,Ignition - Remix,0.17
2568,19759,"Young, Wild & Free (feat. Bruno Mars) - feat. Bruno Mars",Ignition - Remix,0.17
2569,4163,BedRock,Ignition - Remix,0.17
2570,12663,Down On Me,Ignition - Remix,0.17
2571,8731,Closer,Ignition - Remix,0.17
2572,7595,Candy Shop,Ignition - Remix,0.17
2573,16699,HUMBLE.,Ignition - Remix,0.17
2574,9849,Crank That (Soulja Boy),Ignition - Remix,0.17
2575,12091,Don't Cha,Ignition - Remix,0.17
2576,14608,Fergalicious,Ignition - Remix,0.17
2577,18775,Hypnotize - 2014 Remastered Version,Ignition - Remix,0.17
2578,3069,Bad and Boujee (feat. Lil Uzi Vert),Ignition - Remix,0.17
2579,17977,Hot In Herre,Ignition - Remix,0.17
2580,7727,Caroline,Ignition - Remix,0.17
2581,16087,Gold Digger,Ignition - Remix,0.17
2582,15009,Forever,Ignition - Remix,0.17
2583,12575,Down,Ignition - Remix,0.17
2584,15875,Glamorous,Ignition - Remix,0.17
2585,6577,Broccoli (feat. Lil Yachty),Ignition - Remix,0.17
2586,18861,I Don't Fuck With You,Ignition - Remix,0.17
2587,19721,Sexy Can I feat. Yung Berg,Ignition - Remix,0.17
2588,19657,In Da Club,Ignition - Remix,0.17
2589,17263,Heartless,Ignition - Remix,0.17
2590,19699,One Dance,Ignition - Remix,0.17
2591,19749,Whatcha Say,Ignition - Remix,0.17
2592,19700,"One, Two Step",Ignition - Remix,0.17
2593,19750,Whatever You Like,Ignition - Remix,0.17
2594,19752,With You,Ignition - Remix,0.17
2595,19737,Temperature,Ignition - Remix,0.17
2596,19703,Panda,Ignition - Remix,0.17
2597,19705,Party In The U.S.A.,Ignition - Remix,0.17
2598,17187,HeadBand (feat. 2 Chainz),Ignition - Remix,0.17
2599,19707,Pon de Replay,Ignition - Remix,0.17
2600,19709,Promiscuous,Ignition - Remix,0.17
2601,19735,Super Bass,Ignition - Remix,0.17
2602,19733,Suga Suga,Ignition - Remix,0.17
2603,19731,Stronger,Ignition - Remix,0.17
2604,19711,Replay,Ignition - Remix,0.17
2605,19713,Ride Wit Me,Ignition - Remix,0.17
2606,8997,Come Get Her,Ignition - Remix,0.17
2607,19715,Ridin' Solo,Ignition - Remix,0.17
2608,19717,Roses,Ignition - Remix,0.17
2609,12981,Drop It Like It's Hot,Ignition - Remix,0.17
2610,17351,Hey Ya! - Radio Mix / Club Mix,Ignition - Remix,0.17
2611,19755,Work Out,Ignition - Remix,0.17
2612,19739,TiK ToK,Ignition - Remix,0.17
2613,19659,It Wasn't Me,Ignition - Remix,0.17
2614,10625,Cyclone - Main,Ignition - Remix,0.17
2615,19661,Jordan Belfort,Ignition - Remix,0.17
2616,19681,Mr. Brightside,Ignition - Remix,0.17
2617,19679,Milkshake,Ignition - Remix,0.17
2618,19677,Low (feat T-Pain) - Feat T-Pain Album Version,Ignition - Remix,0.17
2619,19683,Ms. Jackson,Ignition - Remix,0.17
2620,19675,Look At Me Now,Ignition - Remix,0.17
2621,19745,Trap Queen,Ignition - Remix,0.17
2622,19685,My Humps,Ignition - Remix,0.17
2623,19687,Ni**as In Paris,Ignition - Remix,0.17
2624,19673,London Bridge,Ignition - Remix,0.17
2625,19689,No Diggity,Ignition - Remix,0.17
2626,19671,Lollipop,Ignition - Remix,0.17
2627,19691,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,Ignition - Remix,0.17
2628,19669,Let Me Love You,Ignition - Remix,0.17
2629,19667,Kiss Me Thru The Phone,Ignition - Remix,0.17
2630,19665,Kiss Kiss,Ignition - Remix,0.17
2631,4539,Black Beatles,Ignition - Remix,0.17
2632,19663,Jumpman,Ignition - Remix,0.17
2633,19743,Toxic,Ignition - Remix,0.17
2634,19693,No Problem (feat. Lil Wayne & 2 Chainz),Ignition - Remix,0.17
2635,19741,Tipsy - Club Mix,Ignition - Remix,0.17
2636,19695,No Role Modelz,Ignition - Remix,0.17
2637,19747,Umbrella,Ignition - Remix,0.17
2638,19697,No Scrubs,Ignition - Remix,0.17
2639,19729,Stacy's Mom,Ignition - Remix,0.17
2640,5593,Bottoms Up - feat. Nicki Minaj,Ignition - Remix,0.17
2641,17461,Hips Don't Lie,Ignition - Remix,0.17
2642,19757,Yeah!,Ignition - Remix,0.17
2643,19727,Snap Yo Fingers,Ignition - Remix,0.17
2644,19723,SexyBack,Ignition - Remix,0.17
2645,19719,Say My Name,Ignition - Remix,0.17
2646,19725,Smack That - Dirty,Ignition - Remix,0.17
2647,10371,Crazy In Love,Ignition - Remix,0.17
2648,14232,Pop Style,Fake Love,0.17
2649,14276,THat Part,Fake Love,0.17
2650,14134,Father Stretch My Hands Pt. 1,Fake Love,0.17
2651,14238,Rake It Up,Fake Love,0.17
2652,14328,m.A.A.d city,Fake Love,0.17
2653,4990,Bodak Yellow,Fake Love,0.17
2654,14240,Redbone,Fake Love,0.17
2655,8962,Come Get Her,Fake Love,0.17
2656,12012,Don't,Fake Love,0.17
2657,14236,R.I.C.O. (feat. Drake),Fake Love,0.17
2658,14242,Rolex,Fake Love,0.17
2659,5384,Both (feat. Drake),Fake Love,0.17
2660,14258,Sneakin’,Fake Love,0.17
2661,10917,Deja Vu,Fake Love,0.17
2662,14136,"Flex (Ooh, Ooh, Ooh)",Fake Love,0.17
2663,14154,HUMBLE.,Fake Love,0.17
2664,14234,Portland,Fake Love,0.17
2665,14278,That's What I Like,Fake Love,0.17
2666,14244,Say It,Fake Love,0.17
2667,14280,The Hills,Fake Love,0.17
2668,14162,I Mean It,Fake Love,0.17
2669,14330,oui,Fake Love,0.17
2670,14230,Planez,Fake Love,0.17
2671,14228,Passionfruit,Fake Love,0.17
2672,14226,Party Monster,Fake Love,0.17
2673,14138,For Free,Fake Love,0.17
2674,14282,The Motto,Fake Love,0.17
2675,14224,Panda,Fake Love,0.17
2676,13010,Drowning (feat. Kodak Black),Fake Love,0.17
2677,14222,Only,Fake Love,0.17
2678,8378,Chill Bill,Fake Love,0.17
2679,14274,T-Shirt,Fake Love,0.17
2680,10728,DNA.,Fake Love,0.17
2681,14246,Selfish,Fake Love,0.17
2682,22,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Fake Love,0.17
2683,412,24K Magic,Fake Love,0.17
2684,3022,Bad and Boujee (feat. Lil Uzi Vert),Fake Love,0.17
2685,14254,Slide,Fake Love,0.17
2686,14188,Magnolia,Fake Love,0.17
2687,14256,Slippery (feat. Gucci Mane),Fake Love,0.17
2688,14164,I'm the One,Fake Love,0.17
2689,14186,Low Life,Fake Love,0.17
2690,14184,Look Alive,Fake Love,0.17
2691,14318,X (feat. Future),Fake Love,0.17
2692,14316,Wyclef Jean,Fake Love,0.17
2693,14300,Water,Fake Love,0.17
2694,14302,Waves,Fake Love,0.17
2695,14272,Swimming Pools (Drank),Fake Love,0.17
2696,14182,Location,Fake Love,0.17
2697,14304,Wet Dreamz,Fake Love,0.17
2698,14320,XO TOUR Llif3,Fake Love,0.17
2699,8310,Childs Play,Fake Love,0.17
2700,14190,Mask Off,Fake Love,0.17
2701,13698,Erase Your Social,Fake Love,0.17
2702,14248,Seven Million (feat. Future),Fake Love,0.17
2703,588,679 (feat. Remy Boyz),Fake Love,0.17
2704,14306,What They Want,Fake Love,0.17
2705,14023,F*ck Up Some Commas,Fake Love,0.17
2706,14250,Shape of You,Fake Love,0.17
2707,14312,Wild Thoughts,Fake Love,0.17
2708,9360,Congratulations,Fake Love,0.17
2709,14314,Work,Fake Love,0.17
2710,14326,iSpy (feat. Lil Yachty),Fake Love,0.17
2711,14324,goosebumps,Fake Love,0.17
2712,14322,You Was Right,Fake Love,0.17
2713,6518,Broccoli (feat. Lil Yachty),Fake Love,0.17
2714,14252,Side To Side,Fake Love,0.17
2715,9117,Come and See Me (feat. Drake),Fake Love,0.17
2716,14298,V. 3005,Fake Love,0.17
2717,14310,White Iverson,Fake Love,0.17
2718,14220,One Night,Fake Love,0.17
2719,14172,Jumpman,Fake Love,0.17
2720,14156,Hotline Bling,Fake Love,0.17
2721,14208,No Heart,Fake Love,0.17
2722,14264,Starving,Fake Love,0.17
2723,14266,Still Here,Fake Love,0.17
2724,13894,F**kin' Problems,Fake Love,0.17
2725,14146,Get Right Witcha,Fake Love,0.17
2726,14290,Trap Queen,Fake Love,0.17
2727,148,1-800-273-8255,Fake Love,0.17
2728,14144,Gassed Up,Fake Love,0.17
2729,14268,Summer Sixteen,Fake Love,0.17
2730,14142,G.O.M.D.,Fake Love,0.17
2731,14288,Too Many Years,Fake Love,0.17
2732,8858,Cold Water (feat. Justin Bieber & MØ),Fake Love,0.17
2733,14166,IV. sweatpants,Fake Love,0.17
2734,10566,Cut It (feat. Young Dolph),Fake Love,0.17
2735,290,2 Phones,Fake Love,0.17
2736,14148,Go Flex,Fake Love,0.17
2737,14150,Gold Digger,Fake Love,0.17
2738,14202,Ni**as In Paris,Fake Love,0.17
2739,4810,Blessings,Fake Love,0.17
2740,14198,Moves,Fake Love,0.17
2741,14334,rockstar,Fake Love,0.17
2742,14294,Uber Everywhere,Fake Love,0.17
2743,14200,Needed Me,Fake Love,0.17
2744,14262,Starboy,Fake Love,0.17
2745,13634,Energy,Fake Love,0.17
2746,14292,Tunnel Vision,Fake Love,0.17
2747,14204,No Flockin,Fake Love,0.17
2748,1156,All Night (feat. Knox Fortune),Fake Love,0.17
2749,14152,Gyalchester,Fake Love,0.17
2750,10636,DEVASTATED,Fake Love,0.17
2751,14132,Famous,Fake Love,0.17
2752,14206,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,Fake Love,0.17
2753,9588,Controlla,Fake Love,0.17
2754,14210,No Problem (feat. Lil Wayne & 2 Chainz),Fake Love,0.17
2755,14170,Jordan Belfort,Fake Love,0.17
2756,14284,This Could Be Us,Fake Love,0.17
2757,14332,pick up the phone,Fake Love,0.17
2758,5672,Bounce Back,Fake Love,0.17
2759,14178,Legend,Fake Love,0.17
2760,11032,Despacito - Remix,Fake Love,0.17
2761,7682,Caroline,Fake Love,0.17
2762,14168,It's A Vibe,Fake Love,0.17
2763,2572,Back To Back,Fake Love,0.17
2764,14216,OOOUUU,Fake Love,0.17
2765,13854,Exchange,Fake Love,0.17
2766,14261,Sorry Not Sorry,Fake Love,0.17
2767,14218,One Dance,Fake Love,0.17
2768,3316,Bank Account,Fake Love,0.17
2769,14160,I Feel It Coming,Fake Love,0.17
2770,14180,Let Me Love You,Fake Love,0.17
2771,14192,"Me, Myself & I",Fake Love,0.17
2772,14296,Unforgettable,Fake Love,0.17
2773,14194,Mercy,Fake Love,0.17
2774,14270,Swang,Fake Love,0.17
2775,14140,Free Smoke,Fake Love,0.17
2776,14212,No Role Modelz,Fake Love,0.17
2777,8700,Closer,Fake Love,0.17
2778,14174,LOVE. FEAT. ZACARI.,Fake Love,0.17
2779,1925,Antidote,Fake Love,0.17
2780,14214,No Type,Fake Love,0.17
2781,14196,Money Longer,Fake Love,0.17
2782,4498,Black Beatles,Fake Love,0.17
2783,14158,I Don't Fuck With You,Fake Love,0.17
2784,14286,Too Good,Fake Love,0.17
2785,14176,LOYALTY. FEAT. RIHANNA.,Fake Love,0.17
2786,7020,Butterfly Effect,Fake Love,0.17
2787,14308,Where Ya At,Fake Love,0.17
2788,7980,Champions,Fake Love,0.17
2789,4553,Low Life,Black Beatles,0.17
2790,4607,R.I.C.O. (feat. Drake),Black Beatles,0.17
2791,4605,Portland,Black Beatles,0.17
2792,4625,Sneakin’,Black Beatles,0.17
2793,4557,Man Of The Year,Black Beatles,0.17
2794,4555,Magnolia,Black Beatles,0.17
2795,4609,Really Really,Black Beatles,0.17
2796,4603,Pop Style,Black Beatles,0.17
2797,4596,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",Black Beatles,0.17
2798,4559,Mask Off,Black Beatles,0.17
2799,4623,Slippery (feat. Gucci Mane),Black Beatles,0.17
2800,4615,Say It,Black Beatles,0.17
2801,4595,Only,Black Beatles,0.17
2802,4593,One Night,Black Beatles,0.17
2803,4617,Selfish,Black Beatles,0.17
2804,4591,One Dance,Black Beatles,0.17
2805,4619,Seven Million (feat. Future),Black Beatles,0.17
2806,4471,Controlla,Black Beatles,0.17
2807,4621,Slide,Black Beatles,0.17
2808,4589,OOOUUU,Black Beatles,0.17
2809,4587,No Type,Black Beatles,0.17
2810,4585,No Role Modelz,Black Beatles,0.17
2811,4583,No Problem (feat. Lil Wayne & 2 Chainz),Black Beatles,0.17
2812,4599,Panda,Black Beatles,0.17
2813,4581,No Heart,Black Beatles,0.17
2814,4579,No Hands (feat. Roscoe Dash and Wale) - Explicit Album Version,Black Beatles,0.17
2815,4577,No Flockin,Black Beatles,0.17
2816,4575,Ni**as In Paris,Black Beatles,0.17
2817,4613,Rolex,Black Beatles,0.17
2818,4600,Passionfruit,Black Beatles,0.17
2819,4573,Needed Me,Black Beatles,0.17
2820,4571,My Way (feat. Monty),Black Beatles,0.17
2821,4568,My Shit,Black Beatles,0.17
2822,4567,Moves,Black Beatles,0.17
2823,4565,Money Longer,Black Beatles,0.17
2824,4611,Redbone,Black Beatles,0.17
2825,4563,Mercy,Black Beatles,0.17
2826,4561,"Me, Myself & I",Black Beatles,0.17
2827,2955,Bad and Boujee (feat. Lil Uzi Vert),Black Beatles,0.17
2828,257,2 Phones,Black Beatles,0.17
2829,4550,Look Alive,Black Beatles,0.17
2830,4473,Cut It (feat. Young Dolph),Black Beatles,0.17
2831,4680,What They Want,Black Beatles,0.17
2832,4695,Work REMIX,Black Beatles,0.17
2833,4685,White Iverson,Black Beatles,0.17
2834,4686,Why You Always Hatin?,Black Beatles,0.17
2835,4689,Wicked,Black Beatles,0.17
2836,4691,Wild Thoughts,Black Beatles,0.17
2837,4499,Fake Love,Black Beatles,0.17
2838,4693,Work,Black Beatles,0.17
2839,4497,F*ck Up Some Commas,Black Beatles,0.17
2840,4549,Lockjaw,Black Beatles,0.17
2841,4697,Wyclef Jean,Black Beatles,0.17
2842,4699,X (feat. Future),Black Beatles,0.17
2843,1139,All Night (feat. Knox Fortune),Black Beatles,0.17
2844,4701,XO TOUR Llif3,Black Beatles,0.17
2845,543,679 (feat. Remy Boyz),Black Beatles,0.17
2846,4494,F**kin' Problems,Black Beatles,0.17
2847,4683,Where Ya At,Black Beatles,0.17
2848,4679,Wet Dreamz,Black Beatles,0.17
2849,1867,Antidote,Black Beatles,0.17
2850,4507,"Flex (Ooh, Ooh, Ooh)",Black Beatles,0.17
2851,4663,Truffle Butter,Black Beatles,0.17
2852,4664,Tunnel Vision,Black Beatles,0.17
2853,4666,Uber Everywhere,Black Beatles,0.17
2854,4508,For Free,Black Beatles,0.17
2855,65,0 To 100 / The Catch Up,Black Beatles,0.17
2856,2399,Ass Drop,Black Beatles,0.17
2857,4669,Unforgettable,Black Beatles,0.17
2858,4501,Famous,Black Beatles,0.17
2859,4505,Fight Night,Black Beatles,0.17
2860,4503,Father Stretch My Hands Pt. 1,Black Beatles,0.17
2861,4671,V. 3005,Black Beatles,0.17
2862,4673,Watch Out,Black Beatles,0.17
2863,4675,Water,Black Beatles,0.17
2864,4677,Waves,Black Beatles,0.17
2865,4703,You Was Right,Black Beatles,0.17
2866,4705,beibs in the trap,Black Beatles,0.17
2867,4511,Forever,Black Beatles,0.17
2868,4459,Caroline,Black Beatles,0.17
2869,1309,Alright,Black Beatles,0.17
2870,4450,Both (feat. Drake),Black Beatles,0.17
2871,4479,Deja Vu,Black Beatles,0.17
2872,4453,Bounce Back,Black Beatles,0.17
2873,4455,Broccoli (feat. Lil Yachty),Black Beatles,0.17
2874,4457,Butterfly Effect,Black Beatles,0.17
2875,4461,Champions,Black Beatles,0.17
2876,4447,Blessings,Black Beatles,0.17
2877,4477,DNA.,Black Beatles,0.17
2878,4463,Chill Bill,Black Beatles,0.17
2879,4465,Closer,Black Beatles,0.17
2880,4467,Come Get Her,Black Beatles,0.17
2881,4475,DEVASTATED,Black Beatles,0.17
2882,4469,Congratulations,Black Beatles,0.17
2883,4449,Bodak Yellow,Black Beatles,0.17
2884,4445,Blasé (feat. Future & Rae Sremmurd),Black Beatles,0.17
2885,4493,Exchange,Black Beatles,0.17
2886,4713,oui,Black Beatles,0.17
2887,4706,goosebumps,Black Beatles,0.17
2888,4708,iSpy (feat. Lil Yachty),Black Beatles,0.17
2889,4710,m.A.A.d city,Black Beatles,0.17
2890,4491,Erase Your Social,Black Beatles,0.17
2891,4489,Energy,Black Beatles,0.17
2892,4487,Drowning (feat. Kodak Black),Black Beatles,0.17
2893,4714,pick up the phone,Black Beatles,0.17
2894,10,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Black Beatles,0.17
2895,4485,Down In the DM,Black Beatles,0.17
2896,4717,rockstar,Black Beatles,0.17
2897,3289,Bank Account,Black Beatles,0.17
2898,1251,All The Way Up,Black Beatles,0.17
2899,4483,Don't Mind,Black Beatles,0.17
2900,4481,Don't,Black Beatles,0.17
2901,4661,Trap Queen,Black Beatles,0.17
2902,4547,Location,Black Beatles,0.17
2903,4643,That's What I Like,Black Beatles,0.17
2904,4538,Ignition - Remix,Black Beatles,0.17
2905,4631,Stronger,Black Beatles,0.17
2906,4633,Summer Sixteen,Black Beatles,0.17
2907,4635,Swang,Black Beatles,0.17
2908,4535,I'm the One,Black Beatles,0.17
2909,4637,Swimming Pools (Drank),Black Beatles,0.17
2910,4651,Throw Sum Mo,Black Beatles,0.17
2911,4515,Gassed Up,Black Beatles,0.17
2912,4648,This Could Be Us,Black Beatles,0.17
2913,4533,I Mean It,Black Beatles,0.17
2914,4516,Get Right Witcha,Black Beatles,0.17
2915,4531,I Don't Fuck With You,Black Beatles,0.17
2916,4529,Hotline Bling,Black Beatles,0.17
2917,4518,Go Flex,Black Beatles,0.17
2918,4527,Hot N*gga,Black Beatles,0.17
2919,4525,HeadBand (feat. 2 Chainz),Black Beatles,0.17
2920,4639,T-Shirt,Black Beatles,0.17
2921,4647,The Motto,Black Beatles,0.17
2922,4645,The Hills,Black Beatles,0.17
2923,4251,Big Rings,Black Beatles,0.17
2924,4523,HUMBLE.,Black Beatles,0.17
2925,4641,THat Part,Black Beatles,0.17
2926,4537,IV. sweatpants,Black Beatles,0.17
2927,4521,Gold Digger,Black Beatles,0.17
2928,4656,Too Many Years,Black Beatles,0.17
